customer_id,name,last_name,total_sum
96,Brenda,Bansal,4649.33
97,Aaron,Singh,10101.97
98,Jerry,Mehta,12559.3
99,Christine,Nair,13356.12
100,Samantha,Choudhary,6149.38
102,Rachel,Sharma,25526.48
103,Pamela,Agarwal,16867.74
104,Frances,Ghosh,2906.34
106,Douglas,Gupta,18900.07
108,Evelyn,Yadav,10073.4
109,Jose,Singh,19178.73
111,Janet,Reddy,6353.94
112,Maria,Iyer,3461.33
113,Zachary,Tripathi,9817.43
115,Debra,Singh,11325.08
116,Harold,Nair,2906.46
118,Marie,Nair,4080.89
119,Arthur,Verma,3365.58
120,Julie,Mehta,29364.52
124,Victoria,Kaur,3685.24
125,Joyce,Singh,26149.95
128,Grace,Agarwal,32669.27
129,Kelly,Mehta,15372.03
130,Albert,Patel,10310.78
131,Rose,Yadav,12545.19
132,Megan,Reddy,13997.76
133,Joan,Ghosh,18902.92
134,Jeremy,Gupta,57186.98
135,Ann,Yadav,11644.06
136,Julia,Patel,50272.88
137,Kathryn,Yadav,4515.93
138,Lawrence,Das,13331.07
142,Jean,Kaur,27549.21
143,Andrea,Kaur,22697.43
144,Gerald,Nair,29471.08
147,Keith,Khan,16020.41
149,Cheryl,Patel,4807.29
151,Mildred,Patel,4986.03
152,Willie,Agarwal,25078.89
153,Lillian,Ghosh,35983
154,Roger,Yadav,7620.13
155,Jesse,Choudhary,17212.85
157,Ethan,Verma,6341.2
159,Christian,Bansal,20388.21
161,Teresa,Choudhary,11355.45
162,Austin,Tripathi,17123.91
163,Gloria,Ghosh,16308.79
166,Roy,Nair,7501.93
167,Theresa,Ghosh,9901.1
170,Noah,Jain,4963.39
171,Bryan,Kaur,3109.04
172,Jordan,Choudhary,14078.76
175,Bruce,Ghosh,11201.18
176,Madison,Das,4491.83
177,Judy,Nair,9252.88
178,Billy,Nair,9497.66
179,Dylan,Reddy,6257.97
180,Denise,Patel,11773.98
182,Eugene,Ghosh,9463.27
183,Jane,Mukherjee,5926.16
184,Marilyn,Das,15710.93
186,Diana,Kaur,11012.31
188,Natalie,Singh,8999.32
191,Russell,Agarwal,112812.76
192,Alan,Choudhary,6970.16
193,Crystal,Mehta,16417.49
194,Sophia,Sharma,6958.98
195,Irene,Tripathi,6547.62
196,Juan,Kaur,12817.64
199,Philip,Singh,4419.61
200,Annie,Mehta,11868.89
201,Kayla,Bansal,10222.2
202,Vincent,Mehta,8626.68
203,Lori,Ghosh,23605.52
204,Howard,Patel,15376.76
205,Alexis,Mehta,14212.04
206,Erin,Ghosh,7978.45
207,Fred,Kaur,3404.33
208,Logan,Gupta,8482.43
209,Isabella,Patel,14958.92
210,Tammy,Reddy,23237.36
211,Louise,Mukherjee,41850.98
212,Florence,Mehta,9593.26
213,Randy,Khan,8399.87
217,Anne,Das,18895.53
218,Bonnie,Singh,62208.13
219,Victor,Jain,11291.67
220,Taylor,Khan,8401
221,Travis,Jain,27417.48
222,Phyllis,Choudhary,4449.29
223,Shawn,Singh,10920.23
224,Phillip,Das,19259.63
225,Shannon,Khan,8206.15
226,Martin,Kaur,46426.98
227,Johnny,Mukherjee,17772.81
228,Craig,Das,13333.74
229,Allison,Bansal,7285.65
230,Bobby,Agarwal,9272.25
231,Alyssa,Bansal,18064.3
232,Ella,Tripathi,5541.78
233,Josephine,Singh,19010.89
234,Ernest,Nair,4971.8
236,Cody,Das,6541.25
237,Clarence,Yadav,16145.4
238,Tina,Sharma,16297.69
239,Elijah,Verma,9046.13
240,Leonard,Iyer,68090.48
243,Robin,Jain,13764.68
244,Edna,Das,9316.88
245,Cameron,Mehta,10870.71
246,Peggy,Mehta,14263.67
247,Caleb,Gupta,8503.21
248,Eleanor,Nair,2506.47
250,Todd,Singh,20283.2
251,Jamie,Sharma,16925.52
252,Earl,Singh,4275.02
255,Mason,Yadav,8234.54
256,Danny,Reddy,4573.34
257,Audrey,Bansal,4097.46
258,Rita,Yadav,22068.2
259,Luke,Khan,62799.91
260,Dale,Singh,35057.22
261,Alex,Sharma,14844.48
262,Paula,Agarwal,4721.33
263,Clara,Mehta,15546.56
264,Wanda,Iyer,30519.51
265,Joel,Patel,9296.52
266,Evan,Mukherjee,15512.23
268,Luis,Kaur,5688.7
269,Courtney,Reddy,3789.89
271,Nathaniel,Choudhary,4392.16
272,Wendy,Agarwal,8397.44
273,Ellen,Choudhary,13843.38
274,Leslie,Tripathi,5336.27
279,Carrie,Patel,28475.18
280,Ava,Mehta,7096.56
281,Eva,Mehta,5891.47
282,Frederick,Kaur,71465.89
283,Curtis,Iyer,20331.09
284,Edith,Verma,5195.17
285,Connie,Iyer,3248.85
286,Lucas,Patel,4202.92
287,Gladys,Patel,10465.8
288,Cindy,Sharma,8839.33
289,Tracy,Mehta,21664.72
290,Elaine,Choudhary,13186.53
292,Monica,Bansal,14216.16
294,Esther,Kaur,15939.76
297,Antonio,Das,3777.34
298,Jasmine,Iyer,9840.86
299,Chad,Verma,15600.36
300,Katie,Agarwal,4475.11
301,Tony,Khan,24821.74
302,Rodney,Nair,3670.41
304,Marvin,Patel,6350.57
305,April,Iyer,32698.85
307,Erica,Yadav,10746.91
308,Ian,Mehta,21407.06
309,Adrian,Verma,5279.08
310,Theodore,Mehta,5970.07
311,Alexandra,Das,5082.7
312,Marcus,Agarwal,7603.74
313,Alfred,Gupta,27897.3
314,Jackson,Ghosh,4679.9
316,Melvin,Nair,6922.51
319,Alicia,Choudhary,12331.09
321,Leah,Yadav,9544.48
322,Hunter,Das,6598.11
323,Lee,Verma,3917.31
324,Jeffery,Reddy,20499.13
325,Kristen,Tripathi,6823.66
326,Caroline,Reddy,14467.01
327,Mia,Choudhary,16678.6
328,Sherry,Kaur,13947.13
329,Angel,Mehta,4109.45
331,Dustin,Gupta,16068.41
333,Pauline,Das,5558.2
334,Michele,Agarwal,12602.36
335,Veronica,Jain,19466.94
336,Ricky,Agarwal,17419.56
337,Liam,Verma,21373.43
338,Wesley,Yadav,2217.13
339,Thelma,Choudhary,5632.21
340,Suzanne,Choudhary,32329.68
341,Lucille,Iyer,15577.27
343,Joanne,Khan,5030.73
344,Troy,Yadav,11321.58
346,Anita,Sharma,3873.3
347,Connor,Sharma,9152.1
348,Isaiah,Tripathi,17150.52
349,Julian,Ghosh,11467.87
350,Jared,Yadav,3369.93
351,Holly,Patel,4018.47
352,Lorraine,Mukherjee,9079.83
354,Jill,Mukherjee,10528.27
355,Geraldine,Patel,3035.28
356,Rhonda,Reddy,18645.3
357,Dolores,Iyer,10775.44
358,Eddie,Sharma,29871.64
359,Vivian,Das,32667.59
360,Darlene,Singh,12539.17
361,Aiden,Nair,4915.79
362,Calvin,Verma,5937.25
363,Shane,Ghosh,35261.36
365,Juanita,Reddy,17794.72
366,Sally,Mukherjee,4555.18
368,Bertha,Singh,14672.43
370,Oscar,Nair,2816.62
371,Mike,Singh,26120.71
372,Randall,Nair,17288.63
374,Bernard,Singh,15485.82
376,Dana,Agarwal,39790.88
377,Brooke,Verma,4588.76
378,Leroy,Jain,22104.09
379,Amelia,Yadav,11392.38
380,Corey,Iyer,25866.92
381,June,Verma,8885.26
382,Owen,Yadav,2710.05
386,Beatrice,Mehta,49367.31
388,Marion,Das,7386.65
389,Renee,Ghosh,19193.71
390,Tara,Mukherjee,16411.61
391,Madeline,Tripathi,6557
392,Barry,Choudhary,9242.12
393,Debbie,Iyer,6799.77
394,Eileen,Tripathi,44147.16
395,Manuel,Verma,6181.22
397,Lynn,Mukherjee,8052.08
398,Blake,Choudhary,33239.65
399,Dean,Mehta,11137.59
400,Kim,Singh,13369.66
401,Bernice,Reddy,15227.41
402,Ronnie,Agarwal,3550.91
404,Gavin,Khan,4613.21
406,Cassandra,Sharma,9450.23
407,Regina,Choudhary,17136.86
408,Elsie,Gupta,9046.24
409,Jo,Patel,48336.46
410,Tommy,Jain,15922.67
411,Trevor,Verma,28626.11
412,Stella,Singh,7066.14
413,Gertrude,Kaur,28171.78
414,Loretta,Tripathi,3582.3
415,Rosa,Choudhary,31097.74
416,Sydney,Mukherjee,76847.16
418,Chelsea,Mukherjee,13024.33
419,Roberta,Gupta,13475.77
421,Lindsey,Reddy,48685.39
422,Brett,Sharma,9341.81
423,Colleen,Sharma,27062
424,Gordon,Jain,33885.69
425,Mitchell,Singh,5375.21
426,Charlie,Yadav,24634.03
427,Dominic,Das,10432.84
428,Jessie,Ghosh,19294.79
429,Annette,Khan,8673.82
430,Molly,Mehta,18674.49
434,Lydia,Patel,7448.41
435,Jon,Verma,9009.59
437,Leon,Mukherjee,4230.49
438,Bessie,Yadav,21058.7
439,Seth,Kaur,10915.9
441,Don,Bansal,19154.88
442,Naomi,Sharma,8129.04
443,Jeanette,Mehta,12192.82
444,Hailey,Tripathi,15696.76
446,Darrell,Kaur,9622.34
447,Lloyd,Mukherjee,11747.71
449,Jerome,Iyer,35569.09
450,Erik,Patel,8531.36
451,Alvin,Bansal,59587.4
452,Beth,Sharma,58901.05
453,Jenna,Mukherjee,7916.74
454,Yvonne,Agarwal,4758.51
455,Rosemary,Tripathi,10065.2
456,Landon,Singh,19235.59
458,Haley,Yadav,10196.77
459,Alma,Gupta,4607.53
460,Wyatt,Agarwal,13158.79
461,Micheal,Khan,3784.19
462,Agnes,Nair,17087.02
464,Minnie,Kaur,3425.61
465,Sebastian,Agarwal,8590.15
467,Georgia,Choudhary,12048.74
468,Stacey,Verma,5752.58
472,Max,Tripathi,45835.51
474,Lillie,Choudhary,19268.9
475,Levi,Nair,17465.47
476,Lily,Patel,13221.28
477,Floyd,Verma,20197.3
478,Carla,Patel,5757.18
479,Edgar,Sharma,8595
480,Lewis,Iyer,3907.9
482,Nora,Iyer,3448.01
483,Maureen,Tripathi,37097.74
484,Brent,Agarwal,10440.32
486,Derrick,Yadav,21320.58
488,Nellie,Das,15945.65
489,Lindsay,Khan,33382.76
490,Kristina,Iyer,14516.56
491,Shelby,Jain,11725.57
493,Destiny,Nair,60071.36
495,Paige,Verma,13411.6
496,Chris,Iyer,6084.38
497,Marc,Mehta,17607.32
499,Willie,Yadav,28699.71
500,Arlene,Jain,8450.27
501,Sue,Verma,13807.87
502,Cole,Verma,25104
504,Sabrina,Singh,13213.7
505,Ricardo,Singh,12247.79
507,Clyde,Kaur,36282.3
509,Vera,Yadav,19498.25
511,Deanna,Agarwal,13506.28
512,Wilma,Verma,16098.28
513,Colin,Mukherjee,24295.99
514,Melinda,Sharma,34089.22
516,Lena,Iyer,31790.46
517,Tamara,Choudhary,13688.29
518,Joy,Patel,14283.15
520,Clayton,Sharma,9128.14
521,Maurice,Reddy,7030.08
522,Gabrielle,Choudhary,33388.57
523,Cory,Reddy,19378.53
525,Ivan,Patel,12514.54
526,Xavier,Gupta,16280.55
527,Charlene,Verma,9996.27
529,Francisco,Verma,17161.3
530,Sofia,Iyer,11630.4
532,Myrtle,Patel,4565.98
533,Cora,Iyer,22876.12
534,Jordan,Kaur,28680.86
535,Alejandro,Agarwal,9359.6
536,Herman,Singh,14919.44
538,Jorge,Patel,13720.7
539,Marcia,Agarwal,4792.28
540,Grant,Jain,6741.91
545,Glen,Khan,13132.71
546,Viola,Agarwal,17327.9
547,Gilbert,Mehta,60045.26
548,Jake,Reddy,13884.7
549,Mattie,Singh,10473.09
550,Nina,Gupta,21442.51
551,Claudia,Yadav,35421.84
552,Lester,Mehta,23202.85
554,Avery,Patel,8979.26
555,Elmer,Patel,3630.26
556,Tanya,Das,20098.93
558,Alexa,Kaur,13120.47
559,Jennie,Jain,18249.97
564,Marissa,Gupta,3256.91
565,Colton,Khan,2316.12
567,Eli,Verma,2212.09
568,Alison,Ghosh,5210.91
569,Caitlin,Ghosh,13083.24
570,Harvey,Bansal,4447.5
571,Tonya,Agarwal,10522.34
573,Addison,Jain,10517.06
574,Isabel,Mehta,7667.19
575,Angelina,Das,17993.6
576,Brayden,Patel,7491.04
577,Sophie,Nair,23088.43
579,Jeff,Reddy,4643.36
580,Gwendolyn,Ghosh,17441.19
581,Casey,Agarwal,10503.11
582,Bryce,Kaur,8926.96
583,Patsy,Reddy,4807.4
585,Gabriella,Kaur,10766.56
586,Taylor,Reddy,14733.86
587,Leslie,Choudhary,26097.15
588,Maggie,Tripathi,18589.45
589,Miranda,Mukherjee,3901.75
591,Delores,Singh,3059.24
592,Milton,Jain,30430.15
593,Duane,Khan,7307.07
594,Preston,Mehta,8240.69
595,Kylie,Choudhary,21725.73
597,Genevieve,Reddy,12807.86
598,Ruben,Das,26404.95
599,Aidan,Choudhary,16374.73
602,Maxine,Reddy,12554.34
603,Aubrey,Gupta,12189.37
605,Roberto,Tripathi,11513
607,Jimmie,Mehta,6677.15
608,Joanna,Iyer,6251.83
609,Neil,Singh,11002.88
610,Miriam,Tripathi,61879.52
612,Carson,Mehta,4465.9
613,Katrina,Khan,26483.19
614,Leona,Kaur,3642.32
615,Glenda,Patel,5087.77
616,Lance,Iyer,12414.66
617,Mae,Tripathi,3064.96
618,Mariah,Bansal,4680.92
619,Vickie,Singh,18984.59
621,Whitney,Mehta,9703.24
624,Everett,Ghosh,26258.12
625,Riley,Yadav,6366.02
626,Diego,Mehta,2304.91
627,Parker,Tripathi,4338.07
629,Kara,Iyer,11572.69
630,Dan,Nair,10939.68
632,Dora,Tripathi,35290.99
633,Brooklyn,Yadav,13984.61
634,Margie,Tripathi,5183.97
635,Allan,Mehta,10506.92
636,Bethany,Gupta,45793.87
637,Eduardo,Verma,24833.96
638,Ana,Patel,19529.9
639,Hector,Mehta,6122.85
641,Marsha,Das,3813.11
642,Karl,Choudhary,21594.4
643,Nolan,Ghosh,3671.97
644,Makayla,Kaur,35349.67
645,Hayden,Choudhary,10856.64
647,Riley,Das,2643.89
648,Christy,Iyer,29902.42
649,Clinton,Choudhary,7689.97
650,Billie,Mehta,41905.28
651,Johnnie,Mehta,10703
652,Dianne,Verma,18923.47
654,Kendra,Iyer,15764.22
655,Alexandria,Mukherjee,13664.29
656,Sierra,Verma,6539.11
657,Bailey,Mukherjee,21566.48
658,Javier,Reddy,10331.99
659,Penny,Patel,3317.96
660,Maya,Sharma,9382.68
661,Melody,Ghosh,9887.52
662,Angel,Mehta,13112.56
663,Roland,Choudhary,22253.36
664,Omar,Choudhary,4287.12
666,Johnathan,Agarwal,59685.94
667,Kay,Das,16862.75
668,Cecilia,Choudhary,18135.88
669,Fernando,Das,42761.82
670,Terry,Bansal,7826.99
671,Darryl,Ghosh,6738.3
672,Brendan,Patel,33130.02
673,Felicia,Bansal,10176.53
674,Maxwell,Yadav,41000.6
675,Jenny,Nair,13461.24
679,Briana,Yadav,2511.42
680,Tanner,Bansal,2478.55
681,Marguerite,Reddy,7429.94
683,Lonnie,Nair,3885.74
685,Marshall,Agarwal,37601.96
686,Bridget,Iyer,8371.19
687,Tracey,Khan,28696.37
688,Bob,Choudhary,6577.35
689,Abraham,Jain,8650.06
690,Arianna,Das,21405.7
691,Madelyn,Jain,3571.25
692,Adriana,Das,8516.76
693,Andy,Tripathi,9196.75
697,Jackie,Choudhary,5691.59
698,Candace,Singh,11123.1
700,Karla,Agarwal,4232.21
701,Claude,Mukherjee,3278.13
702,Pedro,Sharma,21605.84
703,Jillian,Reddy,15660.85
704,Brittney,Khan,46281.95
705,Rachael,Sharma,23205.8
706,Damian,Iyer,34029.98
708,Ross,Kaur,10692.7
709,Kate,Khan,13564.41
710,Layla,Reddy,4167.43
713,Bobbie,Tripathi,10561.06
714,Misty,Gupta,3384.51
715,Cooper,Verma,4362.43
716,Kurt,Verma,12229.33
717,Kristine,Khan,13759.5
718,Aaliyah,Kaur,14397.37
719,Geneva,Mukherjee,13113.67
721,Dakota,Nair,11088.25
722,Shelly,Kaur,19919.38
723,Becky,Verma,22232.19
724,Jacquelyn,Jain,18712.67
725,Kelly,Mehta,21695.38
727,Velma,Choudhary,7967.91
728,Krystal,Tripathi,36714.09
730,Brad,Das,17019.18
731,Ben,Verma,20312.88
732,Sherri,Mukherjee,4661.99
733,Andres,Patel,22367.99
734,Susie,Ghosh,3467.82
735,Fannie,Mukherjee,6556.28
736,Sidney,Ghosh,18424.4
737,Zoey,Das,8454.77
738,Miles,Ghosh,12465.79
739,Breanna,Sharma,28621.52
741,Hugh,Mukherjee,11886.93
742,Lula,Nair,14072.76
745,Byron,Bansal,13349.17
746,Jodi,Ghosh,7531.28
747,Casey,Ghosh,10167.46
749,Elias,Jain,11737.18
751,Wallace,Ghosh,13751.51
752,Harper,Tripathi,10240.44
753,Summer,Reddy,46530.56
754,Grayson,Das,8644.27
755,Dalton,Jain,16997.45
756,Lynda,Khan,3447.48
757,Harrison,Reddy,11828.51
758,Krista,Yadav,10609.87
759,Hilda,Gupta,26033.27
760,Tyrone,Choudhary,4316.99
761,Jaxon,Reddy,16526.06
762,Rafael,Tripathi,15214.43
764,Nevaeh,Mukherjee,5342.2
765,Sheryl,Bansal,21206.44
768,Rosie,Reddy,23017.81
769,Elena,Patel,14982.59
770,Angelo,Jain,7383.31
771,Eunice,Mehta,11451.62
772,Shelley,Yadav,16002.04
773,Nelson,Ghosh,5897.11
774,Antoinette,Gupta,17143.57
775,Dwayne,Ghosh,11576.85
781,Shaun,Sharma,16991.89
782,Meredith,Verma,4761.21
783,Kaleb,Verma,6996.51
784,Sergio,Das,10729.14
785,Collin,Jain,9500.73
786,Rebekah,Gupta,5696.9
787,Greg,Sharma,7270.1
788,Emmanuel,Nair,8743.47
790,Willard,Jain,23025.44
792,Perry,Agarwal,12343.95
793,Bianca,Reddy,4990.51
794,Kristy,Jain,55448.98
796,Jaden,Mukherjee,28483.07
797,Belinda,Verma,6100.75
799,Devon,Ghosh,7398.18
800,Ted,Iyer,6370.99
801,Terrence,Kaur,6281.8
802,Janie,Agarwal,6926.46
804,Armando,Reddy,13018.56
805,Rosalie,Agarwal,18926.24
806,Marco,Verma,23209.13
807,Cesar,Bansal,6609.13
808,Ayden,Mukherjee,15311.75
810,Irma,Tripathi,22023.23
811,Peyton,Sharma,11526.18
812,Wade,Choudhary,40414.39
813,Terrance,Bansal,2538.35
814,Erick,Jain,6994.43
816,Beulah,Choudhary,16746.49
817,Felix,Nair,3198.12
818,Kennedy,Jain,18587.55
819,Marion,Bansal,13334.51
820,Ariel,Nair,23123.92
821,Brody,Singh,43598.47
822,Virgil,Das,2613.75
824,Roman,Khan,6090.8
825,Morris,Bansal,28290.37
826,Robyn,Mukherjee,6532.26
827,Clifton,Khan,23353.08
830,Jaime,Choudhary,19437.99
831,Kirk,Tripathi,5910.66
832,Sandy,Patel,28719.16
833,Jeannette,Agarwal,4303.54
834,Alberta,Gupta,20661.82
838,Camila,Tripathi,6664.69
840,Carly,Jain,11733.65
841,Faye,Patel,8619.51
842,Sonia,Reddy,15592.05
843,Camille,Nair,34330.18
844,Opal,Nair,22037.56
845,Nichole,Khan,11201.97
846,Ramona,Yadav,22753.71
847,Cheyenne,Iyer,3896.49
848,Scarlett,Yadav,3241.88
850,Sonya,Verma,20758.36
851,Jace,Mukherjee,61969.77
852,Della,Mehta,38330.77
853,Leonardo,Yadav,7269.99
855,Lorenzo,Kaur,19258.99
856,Genesis,Mehta,21396.42
857,Jonah,Choudhary,12135.62
858,Daryl,Kaur,12714.14
859,Lila,Sharma,3301.37
860,Kristopher,Yadav,4186.65
861,Natalia,Das,2520.12
862,Malcolm,Reddy,23524.41
863,Gianna,Tripathi,2686.35
864,Inez,Ghosh,47088.98
865,Skylar,Kaur,33380.6
867,Marianne,Choudhary,6685.85
868,Damon,Jain,14410.32
869,Lincoln,Iyer,6451.41
872,Guadalupe,Agarwal,29840.25
875,Yvette,Bansal,21703.56
878,Alexis,Tripathi,9983.21
879,Marcella,Nair,18556.54
880,Geoffrey,Sharma,12225.12
881,Dave,Jain,14527.93
882,Hudson,Kaur,5374.79
883,Dominick,Agarwal,13262.9
884,Bryson,Choudhary,4130.37
885,Angie,Iyer,20624.02
886,Lynne,Singh,4073.57
888,Kari,Reddy,2379.55
891,Maryann,Kaur,10752.51
893,Tabitha,Patel,10130.48
895,Patty,Kaur,10085.41
896,Olga,Reddy,28731.98
898,Israel,Patel,9507.47
899,Alisha,Kaur,15049.63
900,Alberto,Agarwal,18967.23
902,Tracy,Singh,8465.51
903,Julio,Patel,5245.38
906,Alana,Iyer,31391.29
907,Daniela,Ghosh,6265.04
908,Kaitlin,Gupta,36098.15
909,Myra,Singh,25033.81
911,Caden,Sharma,6381.56
913,Annabelle,Agarwal,29021.48
914,Karina,Sharma,15771.74
915,Donnie,Mehta,15389.41
917,Homer,Verma,8977.03
918,Lyle,Mehta,11150.02
919,Mallory,Iyer,2875.9
922,Josie,Ghosh,4900.39
923,Celeste,Choudhary,13624.87
924,Mckenzie,Kaur,33296.05
925,Adeline,Mukherjee,41321.2
926,Cassidy,Mukherjee,5841.99
927,Gerard,Sharma,35908.59
928,Aurora,Ghosh,4015.54
929,Rex,Gupta,27417.16
930,Enrique,Iyer,18199.24
931,Otis,Gupta,5735.56
932,Lilly,Nair,2528.81
933,Gage,Mehta,2414.27
934,Jody,Agarwal,4341.72
935,Earnest,Patel,27514.81
936,Donovan,Iyer,9982.69
938,Serenity,Das,12058.58
939,Trenton,Mukherjee,7046.88
940,Aimee,Iyer,19183.73
941,Kirsten,Mehta,30546.7
942,Asher,Reddy,11118.33
943,Hubert,Khan,6874.64
944,Dianna,Singh,17417.79
945,Avery,Ghosh,6942.86
946,Cecelia,Bansal,8287.66
947,Dominique,Das,7990.14
949,Emmett,Nair,13383.96
950,Olive,Singh,19181.67
951,Wilbur,Choudhary,11065.85
952,Lacey,Agarwal,13965.99
955,Salvatore,Kaur,2250.56
956,Cara,Jain,3078.77
957,Muriel,Iyer,3668.48
958,Alfredo,Das,27904.85
959,Neal,Gupta,17654.23
960,Mikayla,Bansal,5726.99
961,Eliza,Mukherjee,36062.29
962,Hayley,Choudhary,2340.06
963,Nadine,Mehta,4309.14
964,Bernadette,Sharma,7504.05
965,Celia,Reddy,4647.2
966,Arturo,Reddy,9928.34
967,Cristina,Singh,5004.96
968,Jan,Kaur,18752.83
969,Jordyn,Patel,3523.04
970,Lana,Mehta,19544.78
972,Dana,Choudhary,23127.6
973,Jaclyn,Patel,5238.31
974,Vicky,Bansal,5762.76
975,Caitlyn,Das,94061.28
976,Alec,Singh,31526.54
979,Johanna,Patel,8380.96
981,Shannon,Patel,8198.85
982,Jaime,Nair,36405.34
983,Colby,Agarwal,21729.11
984,Joey,Das,4228.63
985,Abel,Agarwal,8469.43
986,Traci,Bansal,6622.71
987,Kellie,Agarwal,4483.88
988,Estelle,Verma,20060.83
989,Kerry,Choudhary,11560.62
990,Ira,Sharma,15879.32
993,Wendell,Sharma,38008.72
998,Aria,Gupta,17480.53
999,Ivy,Jain,12085.89
1001,Allyson,Mehta,9728.05
1002,Darius,Khan,21982.16
1003,Michaela,Jain,9006.78
1004,Gerardo,Mukherjee,20029.78
1005,Lora,Mukherjee,3936.47
1007,Kerry,Verma,12320.13
1008,Selena,Agarwal,4665.81
1009,Kelvin,Das,16095.2
1011,Garry,Mukherjee,7292.31
1013,Rylee,Jain,28235.43
1014,Willis,Ghosh,4910.8
1015,Kenny,Ghosh,9158.64
1018,Easton,Tripathi,22572.61
1019,Kayden,Jain,13403.85
1020,Edmund,Khan,14016.21
1021,Rosemarie,Gupta,16532.04
1022,Archie,Mehta,15886.79
1023,Bryant,Iyer,4279.86
1024,Marisa,Khan,25473.28
1025,Latoya,Ghosh,15659.78
1026,Rene,Verma,21345.08
1027,Emanuel,Choudhary,4379.42
1030,Tyson,Iyer,19879.63
1031,Randolph,Patel,66890.94
1032,Henrietta,Kaur,11518.33
1033,Corinne,Yadav,7310.51
1035,Doreen,Tripathi,4870.63
1036,Nick,Mukherjee,5292.11
1037,Kiara,Kaur,3817.29
1039,Roderick,Tripathi,18700.27
1040,Robin,Khan,4689.88
1041,Janis,Bansal,32229.65
1042,Sallie,Kaur,5675.42
1043,Shawna,Reddy,2954.56
1044,May,Bansal,12293.66
1045,Chance,Verma,10179.94
1047,Forrest,Tripathi,12056.62
1049,Braxton,Ghosh,20979.01
1050,Carlton,Verma,19704.12
1051,Rudy,Mukherjee,14135.96
1052,Allie,Singh,12359.58
1054,Betsy,Bansal,21282.09
1055,Malachi,Singh,2867.34
1056,Christie,Nair,7405.02
1057,Johnnie,Bansal,11838.8
1058,Zane,Khan,32124.9
1060,Peyton,Verma,9689.32
1061,Rochelle,Tripathi,11309.03
1063,Ashlee,Mukherjee,16243.16
1064,Elisabeth,Ghosh,28123.59
1067,Salvador,Iyer,13994.19
1068,Shelia,Choudhary,6310.43
1069,Ryder,Kaur,41119.97
1070,Kelley,Khan,13757.05
1071,Weston,Khan,5363.15
1072,Leila,Singh,14483.73
1074,Mollie,Gupta,31516.11
1076,Benny,Sharma,15313.36
1078,Wilson,Bansal,21056.81
1079,Meagan,Tripathi,19889.63
1080,Ty,Tripathi,4636.62
1081,Delbert,Choudhary,5799.28
1082,Eula,Nair,13411.01
1084,Piper,Bansal,37077.16
1085,Anastasia,Agarwal,12133.46
1086,Jana,Choudhary,19336.51
1087,Loren,Tripathi,3632.78
1088,Jaxson,Mukherjee,14520.45
1090,Ginger,Verma,4993.37
1091,Esmeralda,Verma,14054.59
1092,Paulette,Ghosh,2364.56
