customer_id,name,last_name,return_rate
3408,Theda,Verma,100.00
9499,Yaquelin,Nair,100.00
5480,Mallie,Khan,100.00
5417,Caydence,Ghosh,22.73
8971,Tashawn,Sharma,50.00
3489,Hortense,Iyer,33.33
2163,Ronny,Tripathi,28.57
6797,Lakyn,Ghosh,12.50
11189,Sharday,Iyer,25.00
3594,Ayesha,Khan,50.00
6673,Ciro,Singh,100.00
6690,Porsche,Khan,50.00
4587,Aubrianna,Agarwal,10.00
2246,Eddy,Kaur,80.00
5869,Gerrit,Tripathi,50.00
9426,Kathia,Das,25.00
423,Colleen,Sharma,33.33
6281,Said,Khan,13.04
5021,Giada,Bansal,33.33
6392,Stefania,Patel,33.33
9217,Sharika,Bansal,50.00
3685,Briley,Kaur,12.50
8453,Parris,Das,14.29
3741,Kevin,Mehta,33.33
2019,Dee,Singh,60.00
11306,Mossie,Khan,66.67
5156,Les,Khan,57.14
11716,Allisyn,Patel,20.00
530,Sofia,Iyer,20.00
8412,Terrell,Iyer,50.00
4973,Cailey,Iyer,50.00
753,Summer,Reddy,10.00
9610,Vennie,Yadav,25.00
3155,Ginny,Das,14.29
2304,Lawson,Gupta,33.33
1290,Athena,Choudhary,25.00
154,Roger,Yadav,20.00
179,Dylan,Reddy,100.00
7852,Kallen,Gupta,33.33
7955,Andriana,Singh,20.00
363,Shane,Ghosh,14.29
1562,Emerson,Das,20.00
7568,Tramaine,Sharma,100.00
10208,Dujuan,Agarwal,33.33
6690,Porsche,Khan,25.00
6222,Sammuel,Sharma,25.00
8391,Laddie,Choudhary,33.33
2599,Vonda,Tripathi,14.29
6532,Fae,Sharma,14.29
2610,Christopher,Tripathi,25.00
9333,Tesa,Khan,100.00
8563,Dondre,Ghosh,25.00
409,Jo,Patel,40.00
11339,Donnis,Khan,25.00
6308,Naoma,Gupta,50.00
7256,Exie,Iyer,28.57
5686,Scout,Nair,4.17
547,Gilbert,Mehta,11.11
5396,Lilli,Ghosh,33.33
1018,Easton,Tripathi,66.67
348,Isaiah,Tripathi,33.33
10526,Izabell,Gupta,25.00
1942,Blair,Sharma,33.33
8786,Cavan,Das,14.29
8556,Dalene,Das,11.11
1333,Rodolfo,Choudhary,25.00
7926,Suzannah,Nair,12.50
7264,Luetta,Bansal,10.00
7299,Aniston,Singh,50.00
2649,Lavern,Mukherjee,50.00
10092,Fiorella,Gupta,100.00
10754,Domonick,Gupta,75.00
11130,Naveah,Ghosh,40.00
6402,Meri,Agarwal,20.00
11183,Phong,Kaur,50.00
10682,Esdras,Jain,33.33
7528,Priyanka,Mukherjee,16.67
8556,Dalene,Das,33.33
1389,Julianne,Khan,14.29
7625,Therman,Ghosh,25.00
305,April,Iyer,62.50
7933,Harlon,Nair,66.67
6072,Leamon,Yadav,100.00
8131,Chole,Choudhary,16.67
6638,Deandrea,Iyer,25.00
1358,Pam,Iyer,20.00
7183,Alessa,Agarwal,40.00
8661,Tenesha,Tripathi,33.33
2811,Malissa,Bansal,20.00
765,Sheryl,Bansal,33.33
6423,Nana,Das,11.11
3079,Moira,Verma,50.00
6206,Versie,Iyer,50.00
10799,Sayuri,Agarwal,11.11
5096,Willam,Tripathi,20.00
3954,Sherie,Iyer,50.00
7673,Fatoumata,Gupta,50.00
2859,Brinley,Choudhary,14.29
5541,Isac,Gupta,50.00
3457,Jerod,Singh,38.46
51,Frank,Nair,50.00
7658,Gracia,Das,10.00
11535,Jayanna,Gupta,60.00
2488,Emmitt,Gupta,25.00
136,Julia,Patel,20.00
4257,Linus,Nair,7.69
8937,Micheala,Kaur,16.67
11537,Sharman,Mukherjee,57.14
5307,Chas,Agarwal,16.67
6167,Broc,Mukherjee,25.00
11752,Kacy,Iyer,33.33
7711,Dusti,Mukherjee,25.00
6210,Tiffiny,Iyer,100.00
10839,Journei,Mehta,66.67
4477,Viridiana,Mehta,25.00
8068,Margurite,Nair,50.00
11839,Melvia,Gupta,100.00
7622,Roselynn,Kaur,50.00
2824,Benedict,Jain,50.00
2157,Kris,Reddy,100.00
11044,Jamillah,Yadav,16.67
7668,Londynn,Jain,66.67
5405,Azariah,Agarwal,20.00
4784,Montrell,Jain,14.29
9132,Keelie,Nair,100.00
6009,Jovon,Yadav,83.33
4526,Shavon,Bansal,71.43
10614,Ashten,Khan,33.33
6837,Korie,Verma,25.00
5746,Eartha,Das,50.00
9228,Dijon,Das,3.85
6572,Ricki,Reddy,100.00
8787,Montel,Reddy,4.00
6749,Camdyn,Reddy,50.00
2757,Ally,Reddy,50.00
10851,Ozell,Choudhary,20.00
913,Annabelle,Agarwal,50.00
5899,Sena,Patel,33.33
6153,Triniti,Verma,25.00
11974,Caraline,Das,50.00
10149,Kelson,Jain,33.33
7293,Janea,Jain,33.33
3835,Cary,Patel,60.00
1257,Tori,Khan,33.33
7272,Syreeta,Das,100.00
1216,Sheldon,Sharma,25.00
550,Nina,Gupta,33.33
5450,Arley,Khan,66.67
11408,Kylynn,Ghosh,12.50
9111,Brighton,Sharma,33.33
3600,Carroll,Verma,50.00
495,Paige,Verma,50.00
3347,Paislee,Gupta,33.33
2205,Lorelei,Singh,20.00
11545,Bijan,Mehta,14.29
9161,Keilah,Yadav,33.33
11573,Lollie,Singh,33.33
1374,Fay,Singh,33.33
8420,Otilia,Kaur,100.00
10298,Melena,Choudhary,15.38
7441,Takiyah,Yadav,22.22
1437,Karin,Iyer,8.00
8595,Mildred,Mehta,60.00
3008,Madilynn,Yadav,33.33
8306,Diesel,Sharma,28.57
4845,Kamren,Tripathi,66.67
8338,Carolyn,Patel,28.57
7506,Armen,Kaur,9.68
3424,Harmon,Gupta,33.33
11888,Cleophas,Jain,25.00
2381,Vince,Nair,25.00
917,Homer,Verma,50.00
8111,Barrie,Kaur,20.00
418,Chelsea,Mukherjee,40.00
804,Armando,Reddy,28.57
3795,Granville,Tripathi,14.29
3886,Zaire,Bansal,14.29
7441,Takiyah,Yadav,50.00
3726,Orrin,Iyer,50.00
2960,Simeon,Agarwal,22.22
6582,Jannet,Bansal,33.33
11076,Mirabelle,Ghosh,16.67
9088,Yoana,Sharma,25.00
1343,Tracie,Das,100.00
851,Jace,Mukherjee,40.00
4417,Farrell,Sharma,5.00
11896,Anay,Reddy,40.00
3013,Miah,Singh,33.33
4483,Lilla,Nair,12.50
5348,Luiz,Choudhary,30.00
1309,Quinn,Jain,50.00
11514,Kiri,Patel,33.33
7835,Renzo,Patel,50.00
512,Wilma,Verma,20.00
9595,Cavin,Verma,12.50
7003,Marya,Mehta,50.00
1540,Timmy,Mukherjee,66.67
4833,Brogan,Reddy,50.00
7330,Belia,Nair,33.33
7768,Carlin,Khan,14.29
3326,Shaylee,Nair,50.00
3689,Alfonzo,Singh,50.00
566,Spencer,Patel,50.00
4403,Oran,Sharma,16.67
614,Leona,Kaur,66.67
7374,Sulema,Mehta,40.00
4660,Gigi,Kaur,100.00
11839,Melvia,Gupta,11.11
4539,Rayden,Reddy,50.00
11176,Lashundra,Tripathi,7.69
3246,Kylan,Reddy,16.67
8829,Djuan,Khan,25.00
3936,Wylie,Das,25.00
1844,Zackery,Yadav,7.69
10233,Aayush,Verma,60.00
10292,Doc,Singh,66.67
10754,Domonick,Gupta,100.00
4290,Dannielle,Verma,25.00
4864,Johnny,Mukherjee,42.86
9285,Jazzlynn,Tripathi,50.00
1831,Keenan,Choudhary,33.33
5972,Ocie,Choudhary,11.11
8547,Holly,Das,71.43
11984,Daryn,Singh,16.67
2264,Dallas,Tripathi,20.00
3814,Harland,Ghosh,25.00
9960,Lamia,Nair,75.00
747,Casey,Ghosh,40.00
3631,Javion,Ghosh,25.00
68,Scott,Singh,50.00
9344,Adolf,Choudhary,41.67
5921,Adia,Singh,100.00
10406,Ashten,Verma,66.67
5697,Terance,Mehta,7.69
4810,Verlin,Bansal,20.00
6228,Earlean,Nair,33.33
6320,Johna,Gupta,16.67
9707,Gerome,Das,100.00
1228,Kaiden,Khan,7.69
4530,Stevan,Jain,100.00
8780,Bernie,Das,7.14
7558,Margarite,Ghosh,42.86
4935,Clarke,Ghosh,50.00
2200,Thea,Tripathi,33.33
11804,Kendale,Bansal,28.57
3446,Blanch,Das,25.00
172,Jordan,Choudhary,33.33
4655,Lilyan,Ghosh,100.00
582,Bryce,Kaur,25.00
11252,Kadee,Verma,16.67
3852,Dock,Choudhary,25.00
1428,Cathleen,Sharma,16.67
3327,Allyssa,Agarwal,25.00
11977,Janaye,Tripathi,25.00
3466,Galilea,Jain,50.00
4051,Paityn,Mehta,25.00
6857,Daijah,Iyer,11.11
10402,Kaleo,Mukherjee,66.67
10991,Lasha,Kaur,50.00
1152,Ellis,Mukherjee,33.33
11221,Pearlean,Nair,100.00
352,Lorraine,Mukherjee,25.00
516,Lena,Iyer,83.33
8530,Clarisse,Jain,25.00
11335,Valera,Ghosh,66.67
3509,Kaylah,Choudhary,25.00
9519,Zen,Yadav,35.71
7768,Carlin,Khan,50.00
7595,Crysta,Das,50.00
3711,Elden,Agarwal,50.00
1583,Landen,Jain,20.00
10516,Khyree,Kaur,66.67
9064,Avary,Mehta,16.67
4361,Dwaine,Bansal,3.23
6231,Merl,Sharma,50.00
6730,Blain,Bansal,33.33
1744,Robert,Mehta,50.00
1084,Piper,Bansal,20.00
4489,Gaynell,Gupta,66.67
8047,Neomi,Patel,11.11
6687,Breon,Mukherjee,50.00
3571,Stephenie,Reddy,14.29
5419,Shandra,Verma,50.00
1033,Corinne,Yadav,20.00
8229,Olivier,Mukherjee,50.00
9695,Dominic,Nair,46.15
6608,Thane,Reddy,12.50
947,Dominique,Das,40.00
3526,Meta,Tripathi,25.00
1962,Ernie,Das,16.67
3801,Deshaun,Tripathi,33.33
5590,Evin,Mehta,33.33
5734,Shayne,Patel,100.00
9478,Mei,Patel,100.00
11954,Berl,Patel,10.00
8415,Hiba,Khan,100.00
5589,Tamiko,Reddy,33.33
8581,Ashlynne,Khan,25.00
8707,Teague,Reddy,25.00
1909,Octavia,Nair,25.00
11527,Bayli,Agarwal,16.67
3356,Lucie,Gupta,14.29
7245,Ambria,Choudhary,50.00
5837,Jaydan,Tripathi,18.18
6041,Hadleigh,Patel,22.22
3410,Alexzander,Bansal,25.00
3101,Cannon,Tripathi,50.00
2662,Armani,Mehta,37.50
825,Morris,Bansal,10.00
9791,Lem,Patel,18.18
8840,Arlinda,Khan,100.00
8923,Ronisha,Reddy,7.41
10107,Tylee,Iyer,14.29
3076,Alyse,Sharma,50.00
10189,Rosa,Khan,28.57
9782,Shondra,Agarwal,14.81
657,Bailey,Mukherjee,100.00
3187,Anson,Kaur,50.00
3348,Tristan,Agarwal,25.00
8859,Adrina,Mukherjee,25.00
3644,Jade,Mukherjee,20.00
1345,Elbert,Mukherjee,100.00
10852,Tamiyah,Kaur,14.29
5920,Velia,Agarwal,33.33
10596,Kodie,Tripathi,20.00
11694,Zoltan,Sharma,25.00
9682,Shirl,Gupta,20.00
10971,Mardi,Ghosh,33.33
1022,Archie,Mehta,37.50
3510,Dawna,Jain,100.00
2232,Trevon,Mehta,20.00
4442,Sherita,Sharma,66.67
7851,Eitan,Mehta,33.33
11466,Kyng,Mehta,14.29
6226,Rilla,Choudhary,33.33
6071,Codie,Gupta,20.00
4426,Wardell,Verma,100.00
7698,Yovani,Yadav,16.67
5291,Bjorn,Jain,37.50
1572,Brynn,Mukherjee,33.33
9985,Aleyda,Das,33.33
4316,Jaylen,Choudhary,71.43
10273,Kerra,Mehta,100.00
11014,Chalmers,Ghosh,25.00
1255,Leanne,Verma,50.00
3547,Isai,Nair,25.00
10792,Orianna,Patel,25.00
341,Lucille,Iyer,25.00
625,Riley,Yadav,33.33
3966,Jazmyne,Verma,75.00
1442,Eugenia,Khan,25.00
10564,Aleck,Gupta,25.00
6861,Kaira,Mukherjee,50.00
4274,Keli,Khan,100.00
11485,Mackenzy,Singh,66.67
4091,Casimir,Gupta,33.33
11277,Maymie,Mehta,33.33
4612,Vernita,Gupta,12.50
2257,Desirae,Tripathi,28.57
7860,Georgeanna,Jain,50.00
7492,Elisheva,Singh,50.00
1055,Malachi,Singh,100.00
8260,Aries,Yadav,25.00
11220,Kenesha,Ghosh,18.18
1222,Lizzie,Sharma,9.09
6798,Elinore,Iyer,33.33
7837,Rickie,Agarwal,28.57
11074,Wednesday,Das,40.00
11478,Bucky,Mukherjee,16.67
950,Olive,Singh,33.33
10460,Loki,Gupta,50.00
2997,Vesta,Tripathi,66.67
7682,Dietrich,Iyer,100.00
3109,Cecil,Sharma,50.00
9806,Sharde,Kaur,25.00
11425,Vinny,Patel,50.00
9859,Elyana,Mukherjee,20.00
639,Hector,Mehta,66.67
2931,Dashawn,Kaur,62.50
6041,Hadleigh,Patel,33.33
9201,Karol,Khan,16.67
2533,Alycia,Tripathi,33.33
10073,Teaira,Yadav,14.29
5573,Clare,Das,16.67
8180,Dimas,Jain,50.00
7922,Miki,Iyer,100.00
9004,Navya,Iyer,40.00
4939,Jeffrey,Nair,33.33
2583,Ulises,Khan,33.33
11462,Tameeka,Tripathi,20.00
1107,Dante,Ghosh,50.00
9310,Jalia,Sharma,7.69
9600,Hallie,Yadav,8.33
6338,Ashlin,Mukherjee,37.50
2323,Wilda,Ghosh,41.38
10743,Michella,Verma,5.00
11174,Adisyn,Tripathi,25.00
4577,Raylan,Ghosh,50.00
4816,Raya,Bansal,75.00
10436,Nijah,Bansal,27.27
8166,Courtenay,Jain,33.33
6397,Tarra,Yadav,75.00
9567,Maelynn,Sharma,20.00
8038,Tamir,Mehta,25.00
10100,Jakeb,Mehta,25.00
7146,Vanita,Yadav,25.00
6117,Ludwig,Khan,100.00
3328,Dortha,Ghosh,33.33
1270,Francine,Singh,40.00
4484,Leeroy,Mehta,14.29
10531,Beaux,Patel,50.00
2782,Raymundo,Singh,33.33
497,Marc,Mehta,33.33
176,Madison,Das,100.00
7343,Bayley,Iyer,100.00
9063,Treshawn,Yadav,50.00
8365,Rebekkah,Nair,20.00
9082,Keonte,Yadav,40.00
239,Elijah,Verma,50.00
1058,Zane,Khan,16.67
9595,Cavin,Verma,20.00
9415,Kamar,Mehta,11.11
9527,Hartley,Ghosh,50.00
3334,Ima,Ghosh,50.00
1501,Adan,Kaur,50.00
11611,Sakinah,Kaur,33.33
5155,Manda,Mukherjee,100.00
7547,Yuri,Nair,8.00
7265,Antoni,Mukherjee,33.33
11891,Thaddaeus,Kaur,50.00
2216,Benito,Iyer,20.00
3721,Abigale,Khan,50.00
1335,Antonia,Yadav,40.00
451,Alvin,Bansal,16.67
5421,Candyce,Kaur,100.00
1610,Julissa,Sharma,81.82
10626,Corinthia,Yadav,12.50
5168,Gentry,Gupta,40.00
848,Scarlett,Yadav,33.33
4117,Lavon,Choudhary,33.33
7187,Jermain,Jain,25.00
11136,Kylin,Ghosh,12.50
6050,Maida,Bansal,9.09
5928,Rondell,Mehta,25.00
319,Alicia,Choudhary,20.00
3116,Aric,Verma,33.33
10342,Rehan,Ghosh,14.29
6839,Sahar,Nair,25.00
11394,Malachai,Iyer,3.57
240,Leonard,Iyer,66.67
3813,Kenneth,Mukherjee,33.33
6019,Cristiano,Bansal,100.00
3445,Adriane,Ghosh,20.00
7177,Justyce,Bansal,33.33
5738,Tobi,Nair,66.67
1443,Alyson,Nair,66.67
7240,Tristyn,Choudhary,25.00
1555,Marley,Singh,25.00
8658,Delaina,Bansal,66.67
133,Joan,Ghosh,16.67
959,Neal,Gupta,50.00
6942,Rafe,Yadav,50.00
11187,Monserrath,Gupta,33.33
359,Vivian,Das,15.00
2112,Ward,Khan,33.33
11968,Valdemar,Patel,50.00
9570,Gracee,Patel,66.67
6584,Brandy,Ghosh,28.57
11364,Keriann,Iyer,50.00
7667,Kolt,Choudhary,66.67
5442,Brookelynn,Mukherjee,20.00
7696,Anaiya,Choudhary,66.67
928,Aurora,Ghosh,33.33
2950,Kianna,Jain,100.00
8106,Eligah,Bansal,33.33
9274,Nery,Gupta,20.00
2011,Fernanda,Mehta,25.00
4109,Shad,Patel,11.11
5999,Henrik,Das,33.33
4527,Echo,Verma,66.67
2321,Antwan,Yadav,33.33
10278,Anfernee,Singh,100.00
1821,Adolph,Choudhary,33.33
9643,Zaya,Tripathi,20.00
5436,Trish,Iyer,60.00
1451,Jayce,Mehta,33.33
7898,Annastasia,Khan,50.00
3049,Zuri,Nair,40.00
409,Jo,Patel,22.22
9438,Tytiana,Gupta,20.00
1783,Vicente,Mehta,20.00
670,Terry,Bansal,33.33
7841,Huxley,Patel,50.00
2759,Alijah,Reddy,25.00
969,Jordyn,Patel,100.00
9921,Barrington,Ghosh,28.57
4519,Justin,Yadav,33.33
8880,Danthony,Sharma,25.00
3363,Bodhi,Verma,25.00
7855,Ayush,Mehta,100.00
425,Mitchell,Singh,33.33
9760,Lakota,Khan,100.00
781,Shaun,Sharma,33.33
3021,Dangelo,Reddy,16.67
3613,Edgardo,Patel,100.00
6821,Tallulah,Jain,20.00
3271,Bryn,Agarwal,33.33
7489,Aide,Bansal,22.22
2426,Chana,Jain,16.67
5514,Donato,Das,100.00
11292,Biagio,Reddy,25.00
9283,Nidhi,Gupta,28.57
1943,Karter,Sharma,50.00
11449,Keelin,Tripathi,100.00
1091,Esmeralda,Verma,25.00
9112,Calie,Verma,42.86
9973,Thyra,Gupta,28.57
6615,Cosette,Das,100.00
10693,Jadan,Jain,100.00
3531,Leone,Sharma,66.67
252,Earl,Singh,100.00
1894,Carey,Agarwal,60.00
3335,Ephraim,Nair,25.00
7848,Arion,Jain,50.00
3491,Keeley,Jain,66.67
2947,Arron,Nair,50.00
8295,Ivelisse,Tripathi,33.33
11598,Aeryn,Sharma,25.00
840,Carly,Jain,25.00
7909,Alvah,Kaur,33.33
8252,Laurin,Jain,25.00
227,Johnny,Mukherjee,33.33
3201,Leandro,Mukherjee,11.11
4972,Walter,Khan,14.29
10445,Maribelle,Yadav,33.33
8437,Emaline,Khan,21.43
6976,Jamell,Jain,16.67
4334,Merrick,Jain,42.86
5149,Azul,Gupta,33.33
6783,Theodis,Gupta,50.00
11454,Lenox,Singh,14.29
5237,Kannon,Jain,100.00
8979,Syeda,Choudhary,50.00
3078,Jamila,Nair,50.00
9088,Yoana,Sharma,20.00
8304,Bernardino,Agarwal,33.33
7395,Cam,Kaur,14.29
7928,Adiel,Sharma,100.00
752,Harper,Tripathi,25.00
11093,Brenner,Das,16.67
2864,Tracey,Mehta,11.11
9311,Reema,Agarwal,12.50
5238,Lamonte,Yadav,50.00
927,Gerard,Sharma,14.29
11527,Bayli,Agarwal,50.00
5609,Lazarus,Mukherjee,50.00
554,Avery,Patel,50.00
2542,Sandy,Iyer,40.00
1764,Dolly,Patel,50.00
4025,Sabra,Bansal,50.00
2259,Messiah,Agarwal,28.57
11342,Avalee,Agarwal,75.00
7425,Karyme,Verma,7.69
6980,Tegan,Kaur,20.00
6287,Margaretta,Reddy,33.33
6177,Verdie,Mehta,10.81
1229,Lucinda,Kaur,16.67
1749,Yasmin,Singh,12.12
2483,Rayna,Patel,100.00
8232,Milah,Sharma,100.00
9803,Charlean,Das,66.67
3705,Maximillian,Yadav,50.00
3778,Adella,Reddy,28.57
9757,Female,Tripathi,66.67
11512,Danah,Verma,100.00
5671,Lamarcus,Jain,20.00
4057,Fran,Nair,16.67
4846,Lathan,Tripathi,28.57
7345,Sabrena,Tripathi,16.67
9149,Vincent,Mehta,25.00
4659,Haven,Reddy,33.33
10185,Deshawn,Agarwal,50.00
4707,Tory,Das,50.00
6711,Rudolfo,Tripathi,33.33
1970,Nehemiah,Khan,10.00
2314,Anaya,Verma,100.00
8608,Bonifacio,Choudhary,18.18
5966,Regena,Nair,66.67
7242,Merrill,Das,50.00
1219,Bonita,Ghosh,12.50
7754,Garren,Mukherjee,14.29
7338,Jaquez,Reddy,33.33
7188,Anayeli,Singh,12.50
1202,Hanna,Yadav,25.00
5550,Ares,Das,50.00
973,Jaclyn,Patel,25.00
11931,Sekou,Mehta,66.67
2650,Maegan,Tripathi,20.00
8259,Kenadee,Mehta,100.00
7295,Alphonzo,Kaur,33.33
2918,Doretha,Verma,25.00
2619,Atticus,Bansal,14.29
8618,Diona,Reddy,14.29
4642,Yitzchok,Bansal,20.00
3811,Demarco,Reddy,66.67
4435,Marylin,Jain,12.50
5993,Antonia,Choudhary,100.00
7951,Wonda,Sharma,50.00
6307,Elio,Agarwal,16.67
8738,Algie,Reddy,28.57
11709,Abra,Yadav,50.00
3657,Rayan,Verma,12.50
421,Lindsey,Reddy,14.29
3901,Arvin,Mehta,57.14
2033,Anika,Kaur,66.67
6419,Gennaro,Choudhary,50.00
686,Bridget,Iyer,66.67
2422,Letitia,Reddy,50.00
3209,Cristobal,Yadav,4.55
897,Rickey,Patel,100.00
10028,Laryssa,Kaur,33.33
8518,Duran,Reddy,20.00
11287,Craig,Patel,16.67
130,Albert,Patel,42.86
1431,Randal,Jain,14.29
4076,Kadin,Kaur,50.00
9416,Perrin,Das,20.00
9645,Stevens,Tripathi,100.00
3999,Sydnie,Das,100.00
5754,Zada,Ghosh,14.29
5397,Jonny,Reddy,50.00
4321,Boris,Kaur,20.00
11600,Dyann,Bansal,50.00
9558,Sula,Ghosh,16.67
8576,Ula,Sharma,12.50
5,William,Yadav,25.00
35,Susan,Choudhary,50.00
8111,Barrie,Kaur,100.00
4328,Roel,Kaur,50.00
3975,Lianna,Jain,33.33
402,Ronnie,Agarwal,50.00
9193,Ethyn,Tripathi,100.00
7223,Jahir,Jain,16.67
9848,Kaysha,Tripathi,25.00
739,Breanna,Sharma,20.00
449,Jerome,Iyer,22.22
3756,Yasmeen,Kaur,12.50
10053,Kimmie,Choudhary,10.00
4492,Yara,Khan,50.00
907,Daniela,Ghosh,9.09
724,Jacquelyn,Jain,25.00
6175,Justine,Jain,20.00
3208,Kinsey,Jain,25.00
8799,Makinley,Bansal,33.33
50,Eric,Jain,25.00
6838,Maisy,Singh,33.33
10828,Orvin,Choudhary,50.00
7918,Loretha,Yadav,33.33
2147,Isabell,Bansal,28.57
10627,Dierdre,Agarwal,11.11
2500,Fidel,Patel,33.33
2565,Tera,Bansal,50.00
9327,Lilie,Reddy,25.00
3046,Saige,Yadav,11.11
5325,Julieann,Mukherjee,20.00
8872,Taunya,Choudhary,50.00
7148,Theophilus,Mehta,33.33
3638,Rayne,Verma,33.33
10938,Gildardo,Bansal,20.00
11189,Sharday,Iyer,25.00
6697,Lennox,Khan,66.67
8992,Javien,Khan,25.00
1488,Rosetta,Bansal,40.00
10364,Domanic,Gupta,16.67
8786,Cavan,Das,33.33
421,Lindsey,Reddy,16.67
6584,Brandy,Ghosh,100.00
8714,Jamaica,Agarwal,25.00
8871,Shalynn,Kaur,20.00
5840,Chevelle,Mehta,33.33
2417,Angelita,Patel,50.00
9029,Indie,Sharma,25.00
8364,Catarino,Jain,16.67
9434,Irene,Khan,33.33
1335,Antonia,Yadav,33.33
